id,label
1061,1
1062,1
1063,2
1064,1
1065,0
1066,0
1067,0
1068,1
1069,2
1070,0
1071,0
1072,2
1073,2
1074,2
1075,2
1076,1
1077,0
1078,1
1079,0
1080,0
1081,2
1082,0
1083,2
1084,0
1085,1
1086,1
1087,1
1088,1
1089,0
1090,0
1091,2
1092,1
1093,0
1094,0
1095,2
1096,0
1097,0
1098,0
1099,2
1100,0
1101,1
1102,0
1103,2
1104,2
1105,0
1106,1
1107,1
1108,2
1109,0
1110,1
1111,1
1112,0
1113,0
1114,0
1115,2
1116,0
1117,0
1118,1
1119,1
1120,2
1121,1
1122,0
1123,0
1124,0
1125,0
1126,1
1127,0
1128,2
1129,0
1130,1
1131,0
1132,0
1133,2
1134,2
1135,0
1136,2
1137,0
1138,1
1139,1
1140,1
1141,2
1142,0
1143,1
1144,1
1145,1
1146,1
1147,2
1148,0
1149,2
1150,0
1151,0
1152,0
1153,2
1154,0
1155,0
1156,1
1157,0
1158,2
1159,2
1160,1
1161,0
1162,0
1163,1
1164,0
1165,0
1166,0
1167,1
1168,2
1169,1
1170,0
1171,2
1172,2
1173,0
1174,2
1175,2
1176,2
1177,1
1178,1
1179,2
1180,0
1181,2
1182,2
1183,0
1184,1
1185,0
1186,2
1187,0
1188,2
1189,0
1190,1
1191,1
1192,0
1193,1
1194,2
1195,1
1196,2
1197,2
1198,0
1199,0
1200,1
1201,1
1202,2
1203,0
1204,2
1205,2
1206,1
1207,1
1208,2
1209,2
1210,0
1211,1
1212,0
1213,2
1214,0
1215,2
1216,0
1217,1
1218,1
1219,0
1220,0
1221,0
1222,0
1223,1
1224,2
1225,0
1226,1
1227,2
1228,0
1229,1
1230,0
1231,1
1232,2
1233,0
1234,1
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,0
1246,0
1247,0
1248,1
1249,1
1250,2
1251,2
1252,0
1253,1
1254,2
1255,1
1256,2
1257,1
1258,2
1259,1
1260,1
1261,1
1262,2
1263,2
1264,0
1265,2
1266,2
1267,0
1268,0
1269,0
1270,1
1271,1
1272,1
1273,0
1274,2
1275,0
1276,0
1277,0
1278,1
1279,2
1280,0
1281,1
1282,0
1283,0
1284,0
1285,0
1286,2
1287,0
1288,0
1289,0
1290,0
1291,2
1292,0
1293,2
1294,1
1295,0
1296,2
1297,0
1298,1
1299,0
1300,0
1301,0
1302,2
1303,2
1304,2
1305,2
1306,1
1307,0
1308,1
1309,2
1310,0
1311,1
1312,0
1313,0
1314,2
1315,1
1316,0
1317,0
1318,0
1319,1
1320,1
1321,1
1322,2
1323,2
1324,1
1325,0
1326,1
1327,1
1328,1
1329,2
1330,0
1331,2
1332,0
1333,1
1334,0
1335,2
1336,1
1337,2
1338,0
1339,2
1340,1
1341,0
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,2
1349,2
1350,0
1351,2
1352,2
1353,1
1354,2
1355,2
1356,2
1357,1
1358,2
1359,0
1360,0
1361,1
1362,2
1363,1
1364,2
1365,2
1366,2
1367,2
1368,2
1369,1
1370,1
1371,0
1372,0
1373,1
1374,1
1375,1
1376,2
1377,2
1378,0
1379,2
1380,2
1381,0
1382,2
1383,1
1384,2
1385,2
1386,0
1387,2
1388,0
1389,1
1390,1
1391,2
1392,0
1393,1
1394,1
1395,0
1396,0
1397,1
1398,0
1399,2
1400,1
1401,0
1402,0
1403,1
1404,1
1405,1
1406,0
1407,1
1408,0
1409,2
1410,1
1411,2
1412,2
1413,1
1414,1
1415,1
1416,0
1417,1
1418,0
1419,2
1420,1
1421,1
1422,0
1423,0
1424,2
1425,1
1426,2
1427,0
1428,2
1429,1
1430,1
1431,0
1432,1
1433,2
1434,0
1435,1
1436,0
1437,0
1438,0
1439,2
1440,0
1441,1
1442,2
1443,0
1444,2
1445,1
1446,0
1447,2
1448,1
1449,1
1450,2
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,2
1458,2
1459,2
1460,1
1461,2
1462,2
1463,2
1464,2
1465,2
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,2
1473,0
1474,2
1475,0
1476,0
1477,1
1478,0
1479,2
1480,0
1481,2
1482,0
1483,2
1484,1
1485,0
1486,0
1487,1
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,2
1499,2
1500,1
1501,0
1502,1
1503,0
1504,2
1505,0
1506,2
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,1
1518,1
1519,0
1520,1
1521,1
1522,1
1523,1
1524,2
1525,2
1526,1
1527,0
1528,2
1529,0
1530,0
1531,1
1532,2
1533,2
1534,2
1535,0
1536,0
1537,0
1538,1
1539,2
1540,0
1541,1
1542,0
1543,0
1544,2
1545,1
1546,0
1547,0
1548,0
1549,0
1550,2
1551,0
1552,1
1553,0
1554,0
1555,1
1556,0
1557,2
1558,1
1559,0
1560,1
1561,1
1562,0
1563,1
1564,1
1565,1
1566,2
1567,2
1568,0
1569,2
1570,1
1571,1
1572,0
1573,1
1574,1
1575,0
1576,0
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,2
1584,0
1585,0
1586,1
1587,1
1588,1
1589,1
1590,0
1591,1
1592,0
1593,1
1594,0
1595,2
1596,1
1597,1
1598,1
1599,0
1600,1
1601,2
1602,1
1603,0
1604,0
1605,1
1606,1
1607,2
1608,0
1609,0
1610,1
1611,1
1612,2
1613,0
1614,0
1615,0
1616,2
1617,0
1618,0
1619,1
1620,0
1621,0
1622,0
1623,2
1624,0
1625,0
1626,2
1627,0
1628,0
1629,0
1630,2
1631,2
1632,0
1633,2
1634,1
1635,1
1636,0
1637,0
1638,0
1639,0
1640,2
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,2
1648,2
1649,0
1650,0
1651,0
1652,1
1653,1
1654,0
1655,1
1656,0
1657,0
1658,0
1659,1
1660,0
1661,0
1662,2
1663,0
1664,2
1665,0
1666,0
1667,1
1668,2
1669,2
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,1
1678,2
1679,0
1680,0
1681,1
1682,0
1683,0
1684,0
1685,1
1686,2
1687,1
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,1
1698,0
1699,1
1700,1
1701,1
1702,0
1703,1
1704,2
1705,2
1706,2
1707,1
1708,1
1709,1
1710,1
1711,0
1712,1
1713,0
1714,1
1715,1
1716,1
1717,1
1718,0
1719,0
1720,1
1721,2
1722,0
1723,0
1724,2
1725,2
1726,2
1727,0
1728,1
1729,1
1730,0
1731,1
1732,0
1733,0
1734,2
1735,0
1736,2
1737,0
1738,2
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,1
1747,1
1748,0
1749,0
1750,0
1751,0
1752,1
1753,1
1754,0
1755,1
1756,0
1757,0
1758,2
1759,1
1760,0
1761,1
1762,1
1763,2
1764,0
1765,0
1766,2
1767,0
1768,0
1769,0
1770,2
1771,0
1772,0
1773,0
1774,0
1775,0
1776,2
1777,0
1778,1
1779,0
1780,1
1781,0
1782,0
1783,0
1784,0
1785,2
1786,1
1787,1
1788,2
1789,1
1790,2
1791,0
1792,1
1793,0
1794,2
1795,0
1796,0
1797,1
1798,0
1799,0
1800,0
1801,0
1802,2
1803,0
1804,0
1805,1
1806,0
1807,2
1808,2
1809,2
1810,2
1811,0
1812,2
1813,0
1814,1
1815,0
1816,1
1817,0
1818,2
1819,0
1820,0
1821,2
1822,2
1823,0
1824,0
1825,0
1826,0
1827,1
1828,0
1829,1
1830,0
1831,0
1832,0
1833,0
1834,1
1835,0
1836,0
1837,1
1838,1
1839,0
1840,0
1841,2
1842,0
1843,0
1844,0
1845,0
1846,1
1847,2
1848,2
1849,0
1850,1
1851,1
1852,0
1853,0
1854,0
1855,0
1856,0
1857,1
1858,0
1859,2
1860,1
1861,2
1862,0
1863,2
1864,0
1865,0
1866,0
1867,1
1868,0
1869,2
1870,0
1871,0
1872,0
1873,0
1874,2
1875,1
1876,1
1877,1
1878,0
1879,2
1880,2
1881,1
1882,1
1883,2
1884,2
1885,1
1886,2
1887,0
1888,0
1889,1
1890,1
1891,0
1892,0
1893,0
1894,1
1895,1
1896,1
1897,1
1898,1
1899,2
1900,2
1901,0
1902,0
1903,0
1904,2
1905,2
1906,0
1907,0
1908,1
1909,0
1910,1
1911,0
1912,1
1913,0
1914,2
1915,0
1916,0
1917,2
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,2
1928,0
1929,2
1930,2
1931,1
1932,1
1933,2
1934,2
1935,0
1936,2
1937,2
1938,2
1939,1
1940,0
1941,0
1942,2
1943,1
1944,1
1945,1
1946,0
1947,2
1948,0
1949,0
1950,2
1951,1
1952,1
1953,2
1954,1
1955,1
1956,1
1957,2
1958,0
1959,0
1960,0
1961,1
1962,2
1963,2
1964,2
1965,1
1966,1
1967,2
1968,1
1969,2
1970,2
1971,1
1972,0
1973,0
1974,2
1975,2
1976,0
1977,2
1978,2
1979,2
1980,2
1981,1
1982,1
1983,2
1984,1
1985,0
1986,0
1987,0
1988,2
1989,2
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,1
1997,1
1998,2
1999,1
2000,2
2001,2
2002,0
2003,0
2004,2
2005,1
2006,2
2007,0
2008,1
2009,1
2010,2
2011,2
2012,0
2013,0
2014,2
2015,2
2016,0
2017,1
2018,2
2019,1
2020,1
2021,0
2022,0
2023,1
2024,0
2025,2
2026,1
2027,0
2028,0
2029,1
2030,2
2031,0
2032,2
2033,1
2034,0
2035,2
2036,0
2037,2
2038,1
2039,0
2040,0
2041,0
2042,2
2043,0
2044,0
2045,1
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,1
2066,1
2067,0
2068,1
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,1
2081,0
2082,2
2083,0
2084,0
2085,0
2086,2
2087,0
2088,2
2089,2
2090,1
2091,1
2092,1
2093,2
2094,0
2095,2
2096,2
2097,0
2098,2
2099,1
2100,1
2101,1
2102,0
2103,1
2104,1
2105,1
2106,2
2107,0
2108,2
2109,0
2110,0
2111,1
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,2
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,2
2134,1
2135,1
2136,1
2137,1
2138,0
2139,2
2140,1
2141,1
2142,1
2143,0
2144,0
2145,2
2146,1
2147,2
2148,0
2149,0
2150,0
2151,2
2152,1
2153,0
2154,0
2155,0
2156,0
2157,2
2158,1
2159,0
2160,0
2161,0
2162,1
2163,0
2164,0
2165,0
2166,0
2167,1
2168,0
2169,1
2170,0
2171,0
2172,0
2173,2
2174,1
2175,2
2176,0
2177,0
2178,2
2179,1
2180,2
2181,1
2182,0
2183,0
2184,0
2185,2
2186,1
2187,0
2188,0
2189,0
2190,0
2191,2
2192,0
2193,0
2194,0
2195,1
2196,0
2197,2
2198,2
2199,0
2200,0
2201,0
2202,1
2203,1
2204,0
2205,0
2206,1
2207,1
2208,2
2209,2
2210,1
2211,0
2212,0
2213,1
2214,1
2215,0
2216,1
2217,1
2218,0
2219,0
2220,2
2221,2
2222,0
2223,1
2224,2
2225,1
2226,0
2227,0
2228,2
2229,2
2230,0
2231,1
2232,2
2233,2
2234,0
2235,2
2236,0
2237,0
2238,2
2239,1
2240,1
2241,1
2242,2
2243,1
2244,0
2245,1
2246,1
2247,1
2248,2
2249,2
2250,1
2251,2
2252,0
2253,1
2254,0
2255,2
2256,1
2257,2
2258,0
2259,1
2260,1
2261,1
2262,1
2263,0
2264,1
2265,2
2266,0
2267,1
2268,0
2269,2
2270,2
2271,2
2272,1
2273,2
2274,1
2275,0
2276,0
2277,0
2278,0
2279,1
2280,2
2281,1
2282,0
2283,1
2284,2
2285,2
2286,0
2287,2
2288,0
2289,0
2290,0
2291,1
2292,2
2293,2
2294,1
2295,0
2296,2
2297,1
2298,0
2299,1
2300,1
2301,0
2302,0
2303,0
2304,0
2305,1
2306,0
2307,1
2308,0
2309,0
2310,2
2311,2
2312,0
2313,2
2314,0
2315,2
2316,1
2317,0
2318,1
2319,2
2320,2
2321,2
2322,0
2323,1
2324,1
2325,0
2326,0
2327,1
2328,0
2329,1
2330,1
2331,1
2332,0
2333,0
2334,1
2335,0
2336,0
2337,0
2338,0
2339,1
2340,1
2341,2
2342,0
2343,0
2344,1
2345,0
2346,0
2347,0
2348,0
2349,2
2350,1
2351,1
2352,1
2353,2
2354,0
2355,0
2356,0
2357,0
2358,0
2359,1
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,2
2373,2
2374,2
2375,2
2376,1
2377,1
2378,0
2379,1
2380,2
2381,0
2382,0
2383,0
2384,0
2385,0
2386,1
2387,1
2388,0
2389,2
2390,0
2391,1
2392,0
2393,2
2394,0
2395,1
2396,1
2397,2
2398,0
2399,0
2400,1
2401,0
2402,0
2403,2
2404,0
2405,0
2406,0
2407,2
2408,1
2409,1
2410,0
2411,1
2412,0
2413,2
2414,1
2415,0
2416,2
2417,2
2418,2
2419,0
2420,0
2421,1
2422,0
2423,0
2424,0
2425,2
2426,1
2427,1
2428,0
2429,0
2430,1
2431,1
2432,0
2433,0
2434,2
2435,0
2436,1
2437,0
2438,0
2439,0
2440,2
2441,0
2442,0
2443,0
2444,0
2445,0
2446,2
2447,0
2448,0
2449,1
2450,2
2451,0
2452,1
2453,1
2454,1
2455,1
2456,2
2457,1
2458,0
2459,1
2460,1
2461,0
2462,0
2463,2
2464,2
2465,0
2466,0
2467,0
2468,2
2469,1
2470,2
2471,2
2472,0
2473,2
2474,2
2475,0
2476,0
2477,1
2478,2
2479,0
2480,0
2481,0
2482,2
2483,2
2484,1
2485,1
2486,2
2487,2
2488,0
2489,1
2490,0
2491,0
2492,1
2493,2
2494,1
2495,0
2496,2
2497,2
2498,0
2499,1
2500,0
2501,0
2502,1
2503,2
2504,2
2505,1
2506,1
2507,0
2508,0
2509,1
2510,2
2511,2
2512,0
2513,2
2514,1
2515,2
2516,0
2517,1
2518,0
2519,1
2520,2
2521,2
2522,1
2523,0
2524,1
2525,1
2526,2
2527,0
2528,0
2529,0
2530,2
2531,1
2532,0
2533,2
2534,1
2535,1
2536,2
2537,1
2538,0
2539,0
2540,0
2541,1
2542,0
2543,1
2544,0
2545,1
2546,2
2547,2
2548,2
2549,2
2550,2
2551,1
2552,0
2553,0
2554,0
2555,0
2556,1
2557,1
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,1
2566,1
2567,1
2568,2
2569,2
2570,1
2571,1
2572,0
2573,0
2574,2
2575,1
2576,0
2577,1
2578,1
2579,0
2580,2
2581,2
2582,0
2583,2
2584,2
2585,1
2586,1
2587,2
2588,1
2589,1
2590,2
2591,0
2592,1
2593,2
2594,2
2595,1
2596,2
2597,0
2598,0
2599,2
2600,2
2601,1
2602,0
2603,0
2604,2
2605,2
2606,0
2607,0
2608,2
2609,0
2610,2
2611,1
2612,0
2613,1
2614,0
2615,1
2616,1
2617,0
2618,1
2619,2
2620,0
2621,1
2622,1
2623,1
2624,1
2625,0
2626,1
2627,2
2628,1
2629,0
2630,2
2631,2
2632,0
2633,1
2634,0
2635,1
2636,2
2637,1
2638,0
2639,1
2640,2
2641,2
2642,1
2643,1
2644,0
2645,1
2646,1
2647,2
2648,2
2649,2
2650,0
2651,2
2652,2
2653,1
2654,1
2655,2
2656,0
2657,2
2658,1
2659,2
2660,2
2661,2
2662,1
2663,2
2664,0
2665,1
2666,0
2667,2
2668,2
2669,1
2670,1
2671,1
2672,2
2673,2
2674,2
2675,1
2676,1
2677,1
2678,0
2679,1
2680,0
2681,0
2682,0
2683,0
2684,2
2685,0
2686,2
2687,2
2688,0
2689,0
2690,2
2691,1
2692,2
2693,2
2694,2
2695,1
2696,0
2697,1
2698,0
2699,1
2700,2
2701,0
2702,0
2703,0
2704,2
2705,2
2706,1
2707,0
2708,1
2709,1
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,1
2718,2
2719,1
2720,2
2721,1
2722,1
2723,2
2724,1
2725,2
2726,2
2727,0
2728,1
2729,0
2730,1
2731,1
2732,1
2733,1
2734,2
2735,0
2736,2
2737,0
2738,0
2739,1
2740,1
2741,1
2742,0
2743,2
2744,0
2745,1
2746,0
2747,0
2748,0
2749,1
2750,0
2751,2
2752,1
2753,1
2754,2
2755,0
2756,1
2757,1
2758,1
2759,0
2760,1
2761,0
2762,0
2763,2
2764,1
2765,0
2766,1
2767,0
2768,0
2769,0
2770,0
2771,0
2772,0
2773,2
2774,0
2775,0
2776,1
2777,1
2778,2
2779,1
2780,2
2781,1
2782,2
2783,0
2784,1
2785,1
2786,2
2787,2
2788,2
2789,1
2790,2
2791,0
2792,1
2793,2
2794,1
2795,2
2796,2
2797,1
2798,0
2799,1
2800,1
2801,1
2802,2
2803,0
2804,0
2805,2
2806,2
2807,2
2808,2
2809,2
2810,0
2811,2
2812,2
2813,1
2814,2
2815,0
2816,1
2817,1
2818,1
2819,2
2820,2
2821,0
2822,0
2823,1
2824,1
2825,1
2826,1
2827,0
2828,2
2829,0
2830,1
2831,1
2832,1
2833,2
2834,1
2835,1
2836,1
2837,0
2838,1
2839,2
2840,2
2841,1
2842,1
2843,2
2844,0
2845,2
2846,0
2847,1
2848,1
2849,2
2850,1
2851,0
2852,1
2853,1
2854,2
2855,0
2856,1
2857,0
2858,0
2859,1
2860,2
2861,2
2862,2
2863,2
2864,2
2865,2
2866,0
2867,1
2868,2
2869,2
2870,0
2871,2
2872,1
2873,2
2874,1
2875,2
2876,0
2877,1
2878,0
2879,0
2880,2
2881,1
2882,2
2883,0
2884,2
2885,2
2886,2
2887,1
2888,0
2889,0
2890,2
2891,2
2892,0
2893,0
2894,2
2895,1
2896,2
2897,1
2898,1
2899,1
2900,2
2901,0
2902,0
2903,2
2904,0
2905,1
2906,1
2907,0
2908,2
2909,0
2910,2
2911,2
2912,2
2913,2
2914,0
2915,1
2916,1
2917,2
2918,2
2919,0
2920,1
2921,0
2922,0
2923,0
2924,2
2925,0
2926,2
2927,2
2928,1
2929,2
2930,0
2931,1
2932,1
2933,1
2934,0
2935,0
2936,0
2937,0
2938,1
2939,0
2940,0
2941,1
2942,2
2943,0
2944,1
2945,0
2946,1
2947,0
2948,2
2949,0
2950,1
2951,2
2952,0
2953,1
2954,1
2955,0
2956,1
2957,1
2958,2
2959,0
2960,1
2961,2
2962,0
2963,2
2964,0
2965,0
2966,2
2967,0
2968,0
2969,0
2970,2
2971,2
2972,0
2973,1
2974,0
2975,2
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,1
2983,1
2984,0
2985,1
2986,0
2987,1
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,2
2996,1
2997,0
